Name,Label,Phone,Email,Address City,Address State,Address Country,OLX Company ID,OLX URL,Ads count,Sample titles,Note
Rockfin S.A,OLX-lead,,,Nowina,Małopolskie,Poland,540557026,https://www.olx.pl/oferta/praca/malarz-przemyslowy-k-m-CID4-ID1aLRSU.html,3,Malarz przemysłowy (k/m) | Kierowniczka/Kierownik Magazynu | Kontroler Odbioru Dostaw,OLX: 3 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Malarz przemysłowy (k/m) | Kierowniczka/Kierownik Magazynu | Kontroler Odbioru Dostaw
S&A Sp. z o.o.,OLX-lead,,,Siemianowice Śląskie,Małopolskie,Poland,1597896413,https://www.olx.pl/oferta/praca/pracownik-produkcji-m-k-CID4-ID1aLPfI.html,3,Pracownik Produkcji (m/k) | Kontroler jakości (m/k) | Operator suwnicy (m/k),OLX: 3 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik Produkcji (m/k) | Kontroler jakości (m/k) | Operator suwnicy (m/k)
Confirme,OLX-agencja,,,Radom,Mazowieckie,Poland,69449212,https://www.olx.pl/oferta/praca/specjalista-d-s-projektowego-przygotowania-produkcji-CID4-ID1aLN7B.html,3,Specjalista d/s projektowego przygotowania produkcji | Operator suwnicy,OLX: 3 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Specjalista d/s projektowego przygotowania produkcji | Operator suwnicy
DES Sofa Line Sp. z o.o.,OLX-lead,,,Lubliniec,Opolskie,Poland,626737161,https://www.olx.pl/oferta/praca/operator-cnc-pracownik-linii-produkcyjnej-k-m-des-sofa-line-sp-z-o-o-CID4-ID1aLMs4.html,3,Operator CNC/pracownik linii produkcyjnej (K/M) DES SOFA LINE Sp. z o.o.,OLX: 3 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator CNC/pracownik linii produkcyjnej (K/M) DES SOFA LINE Sp. z o.o.
Vestas Careers,OLX-lead,,,Stargard,Zachodniopomorskie,Poland,1338365966,https://www.olx.pl/oferta/praca/operator-ka-produkcji-darmowy-transport-pracowniczy-vestas-szczecin-75173-CID4-ID1aLDJe.html,3,Operator/ka Produkcji | Darmowy transport pracowniczy | VESTAS - Szczecin (75173) | Praca na produkcji – łopaty do turbin wiatrowych | Darmowy transport pracowniczy | Praca od zaraz - VESTAS - Goleniów | Operator/ka Produkcji - Szczecin (75173),OLX: 3 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator/ka Produkcji | Darmowy transport pracowniczy | VESTAS - Szczecin (75173) | Praca na produkcji – łopaty do turbin wiatrowych | Darmowy transport pracowniczy | Praca od zaraz - VESTAS - Goleniów | Operator/ka Produkcji - Szczecin (75173)
Alina,OLX-lead,,,Opole,Opolskie,Poland,711860685,https://www.olx.pl/oferta/praca/pracownik-czka-produkcji-CID4-ID1aLsIl.html,3,Pracownik/czka produkcji | Pakowacz(-ka) na produkcji lasagne | Pracownik produkcji | Umowa o pracę |,OLX: 3 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik/czka produkcji | Pakowacz(-ka) na produkcji lasagne | Pracownik produkcji | Umowa o pracę |
BenettPEOPLE,OLX-agencja,,,Ciechanów,Mazowieckie,Poland,24030023,https://www.olx.pl/oferta/praca/pracownik-produkcji-CID4-ID1aKKhB.html,3,Pracownik produkcji | Pracownik produkcji ( k / m) - suplementy diety | Praca sezonowa- Pakowacz/ka,OLX: 3 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik produkcji | Pracownik produkcji ( k / m) - suplementy diety | Praca sezonowa- Pakowacz/ka
Olha,OLX-lead,,,Lublin,Lubelskie,Poland,1889376338,https://www.olx.pl/oferta/praca/praca-na-produkcji-od-zaraz-CID4-ID1aKFR2.html,3,Praca na produkcji od zaraz | Pracownik produkcji - od zaraz | Pracownik produkcji / Pakowanie,OLX: 3 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Praca na produkcji od zaraz | Pracownik produkcji - od zaraz | Pracownik produkcji / Pakowanie
OUTWORKING SA,OLX-agencja,,,Czechowice-Dziedzice,Śląskie,Poland,7323423,https://www.olx.pl/oferta/praca/praca-przy-produkcji-swiec-i-zniczy-czechowice-dziedzice-CID4-ID1aKBiY.html,3,Praca przy produkcji świec i zniczy | Czechowice-Dziedzice | Pracownik produkcji [K/M] - Kalisz | Kontroler/-ka Jakości Moje Bambino,OLX: 3 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Praca przy produkcji świec i zniczy | Czechowice-Dziedzice | Pracownik produkcji [K/M] - Kalisz | Kontroler/-ka Jakości Moje Bambino
Model-Art sp. z o.o.,OLX-lead,,,Ostróda,Warmińsko-mazurskie,Poland,329340206,https://www.olx.pl/oferta/praca/specjalista-ds-administracji-magazynowej-k-m-CID4-ID1aKxo2.html,3,Specjalista ds. administracji magazynowej (K/M) | Operator maszyn CNC na stolarni K/M | Formierz Tworzyw Sztucznych K/M,OLX: 3 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Specjalista ds. administracji magazynowej (K/M) | Operator maszyn CNC na stolarni K/M | Formierz Tworzyw Sztucznych K/M
Dział Rekrutacji,OLX-agencja,,,Zebrzydowice,Śląskie,Poland,415246567,https://www.olx.pl/oferta/praca/operator-operatorka-wozka-widlowego-z-udt-od-zaraz-CID4-ID1aJHSD.html,3,Operator / Operatorka Wózka Widłowego z UDT | OD ZARAZ | Praca na produkcji w Cieszynie. Od zaraz!,OLX: 3 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator / Operatorka Wózka Widłowego z UDT | OD ZARAZ | Praca na produkcji w Cieszynie. Od zaraz!
Karstensen Shipyard Poland Sp. z o.o.,OLX-lead,,,Gdańsk,Pomorskie,Poland,2549444641,https://www.olx.pl/oferta/praca/pracownik-sortowni-surowcow-wtornych-CID4-ID1aJuI4.html,3,Pracownik Sortowni Surowców Wtórnych | Magazynier – Magazyn Blach i Profili Stalowych K/M | Magazynier– Operator Wózka Widłowego K/M,OLX: 3 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik Sortowni Surowców Wtórnych | Magazynier – Magazyn Blach i Profili Stalowych K/M | Magazynier– Operator Wózka Widłowego K/M
PPUH Izar Krystian Cichocki,OLX-lead,,,Radwanice,Dolnośląskie,Poland,7098821,https://www.olx.pl/oferta/praca/starszy-operator-maszyn-cnc-radwanice-stabilna-praca-CID4-ID1aHjOt.html,3,Starszy operator maszyn CNC – Radwanice | Stabilna praca | Pracownik produkcji - dział pakowania,OLX: 3 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Starszy operator maszyn CNC – Radwanice | Stabilna praca | Pracownik produkcji - dział pakowania
Weegree Sp. z o.o. S.K.,OLX-agencja,,,Opole,Opolskie,Poland,540227675,https://www.olx.pl/oferta/praca/praca-w-opolu-pracownik-produkcji-pakowacz-czekolady-m-k-CID4-ID1aDQR1.html,3,"Praca w Opolu Pracownik produkcji / pakowacz czekolady (m/k) | Operator Maszyn - branża automotive, praca w Opolu | Pracownik produkcji okien - Nysa, bez zmian nocnych","OLX: 3 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Praca w Opolu Pracownik produkcji / pakowacz czekolady (m/k) | Operator Maszyn - branża automotive, praca w Opolu | Pracownik produkcji okien - Nysa, bez zmian nocnych"
Agencja Pracy Tymczasowej EMS Sp. z o.o.,OLX-agencja,,,Poznań,Wielkopolskie,Poland,30517315,https://www.olx.pl/oferta/praca/pracownik-produkcji-CID4-ID1aDJZr.html,3,Pracownik produkcji | Pracownik produkcji  (produkcja profili okiennych) | kontroler/ka jakości (produkcji),OLX: 3 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik produkcji | Pracownik produkcji  (produkcja profili okiennych) | kontroler/ka jakości (produkcji)
Invenio Sp. z o.o.,OLX-agencja,,,Tychy,Lubuskie,Poland,19249067,https://www.olx.pl/oferta/praca/operator-cnc-m-k-umowa-o-prace-CID4-ID1aDDZD.html,3,Operator CNC (m/k) - umowa o pracę | Sortowacz (m/k) - praca od zaraz Legnica UMOWA ZLECENIE | Sortowacz (M/K) - praca Świebodzin OD ZARAZ,OLX: 3 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator CNC (m/k) - umowa o pracę | Sortowacz (m/k) - praca od zaraz Legnica UMOWA ZLECENIE | Sortowacz (M/K) - praca Świebodzin OD ZARAZ
Silgan White Cap Polska Sp. z o.o.,OLX-lead,,,Niepołomice,Małopolskie,Poland,350882291,https://www.olx.pl/oferta/praca/program-stazowy-dla-studentow-studentek-kierunkow-technicznych-CID4-ID1aybjm.html,3,Program Stażowy dla Studentów/Studentek Kierunków Technicznych | Ustawiacz linii produkcyjnej / linii lakierniczej (m/k) | Operator Wózka Widłowego (m/k),OLX: 3 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Program Stażowy dla Studentów/Studentek Kierunków Technicznych | Ustawiacz linii produkcyjnej / linii lakierniczej (m/k) | Operator Wózka Widłowego (m/k)
Zakład Mleczarski Winnica Sp. z o.o.,OLX-lead,,,Winnica,Mazowieckie,Poland,435963916,https://www.olx.pl/oferta/praca/operator-ka-produkcji-CID4-ID1axS2e.html,3,Operator/ka produkcji | Pracownik Produkcji | Operator Wózka Widłowego,OLX: 3 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator/ka produkcji | Pracownik Produkcji | Operator Wózka Widłowego
Job Impulse Polska Sp. z o.o.,OLX-lead,,,Warszawa,Mazowieckie,Poland,14355155,https://www.olx.pl/oferta/praca/operator-ka-maszyn-od-zaraz-CID4-ID1avATv.html,3,Operator/-ka Maszyn - od zaraz | Młodszy/a Operator/ka Maszyn | Operator/-ka Linii Produkcyjnej,OLX: 3 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator/-ka Maszyn - od zaraz | Młodszy/a Operator/ka Maszyn | Operator/-ka Linii Produkcyjnej
SERWISTAL,OLX-lead,,,Ełk,Warmińsko-mazurskie,Poland,21071783,https://www.olx.pl/oferta/praca/serwistal-operator-ka-maszyn-CID4-ID1awVzl.html,3,SERWISTAL - Operator/ka maszyn | SERWISTAL - Operator/ka suwnic | SERWISTAL - Operator/ka prasy krawędziowej,OLX: 3 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: SERWISTAL - Operator/ka maszyn | SERWISTAL - Operator/ka suwnic | SERWISTAL - Operator/ka prasy krawędziowej
Trenkwalder,OLX-agencja,,,Bolesławiec,Dolnośląskie,Poland,125296769,https://www.olx.pl/oferta/praca/operator-ka-procesu-produkcyjnego-k-m-CID4-ID1aii8b.html,3,Operator/ka procesu produkcyjnego (k/m) | Pracownik/Pracowniczka magazynu (m/k/n) | Pracownik/ pracowniczka produkcji na 2 zmiany (m/k/n),OLX: 3 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator/ka procesu produkcyjnego (k/m) | Pracownik/Pracowniczka magazynu (m/k/n) | Pracownik/ pracowniczka produkcji na 2 zmiany (m/k/n)
EFFECTOR S.A.,OLX-lead,,,Wędkowy,Pomorskie,Poland,41417163,https://www.olx.pl/oferta/praca/pakowacz-pakowaczka-CID4-ID1afagd.html,3,Pakowacz/Pakowaczka | Kontroler ds. jakości (k/m) | Operator (ka) produkcji - Effector Zakład w Wędkowach,OLX: 3 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pakowacz/Pakowaczka | Kontroler ds. jakości (k/m) | Operator (ka) produkcji - Effector Zakład w Wędkowach
POLBRAM STEEL GROUP sp. z o.o. sp.k.,OLX-lead,,,Pułtusk,Mazowieckie,Poland,21935427,https://www.olx.pl/oferta/praca/osobe-na-stanowisko-przygotowania-produkcji-m-k-x-CID4-ID19oAps.html,3,Osobę na stanowisko przygotowania produkcji (M/K/X),OLX: 3 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Osobę na stanowisko przygotowania produkcji (M/K/X)
Hochland Polska,OLX-lead,,,Szamotuły,Wielkopolskie,Poland,250426899,https://www.olx.pl/oferta/praca/operator-procesu-k-m-kazmierz-umowa-o-prace-szkolenia-transport-CID4-ID19mb2s.html,3,Operator Procesu (K/M) Kaźmierz | Umowa o pracę| Szkolenia| Transport | Pracownik Produkcji (K/M)  - bez „premii widmo” | Kaźmierz | Pracownik produkcji (K/M) | PON-PT| UOP + 10% premii,OLX: 3 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator Procesu (K/M) Kaźmierz | Umowa o pracę| Szkolenia| Transport | Pracownik Produkcji (K/M)  - bez „premii widmo” | Kaźmierz | Pracownik produkcji (K/M) | PON-PT| UOP + 10% premii
Anna Hasiuk,OLX-lead,,,Legnica,Dolnośląskie,Poland,1252181376,https://www.olx.pl/oferta/praca/pracownik-produkcji-operator-ka-maszyn-produkcyjnych-CID4-ID18KkCf.html,3,Pracownik produkcji / Operator/-ka maszyn produkcyjnych | Trwa rekrutacja - Pracownik/Pracownica produkcji - montaż | Operator/ka maszyn - nowe miejsce pracy w m. Osła gm. Gromadka,OLX: 3 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik produkcji / Operator/-ka maszyn produkcyjnych | Trwa rekrutacja - Pracownik/Pracownica produkcji - montaż | Operator/ka maszyn - nowe miejsce pracy w m. Osła gm. Gromadka
Emilia,OLX-lead,,,Inowrocław,Kujawsko-pomorskie,Poland,15125497,https://www.olx.pl/oferta/praca/osoba-wykonujaca-prace-spawalnicze-tig-stal-nierdzewna-i-aluminium-CID4-ID18KknS.html,3,Osoba wykonująca prace spawalnicze TIG stal nierdzewna i aluminium | Osoba wykonująca prace spawalnicze MAG/TIG – stal czarna | Osoba do prac lakierniczych - pojazdy szynowe (lakiernia natryskowa ),OLX: 3 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Osoba wykonująca prace spawalnicze TIG stal nierdzewna i aluminium | Osoba wykonująca prace spawalnicze MAG/TIG – stal czarna | Osoba do prac lakierniczych - pojazdy szynowe (lakiernia natryskowa )
MB-Pneumatyka,OLX-lead,,,Sulechów,Lubuskie,Poland,22466017,https://www.olx.pl/oferta/praca/pracownik-produkcji-do-przyuczenia-k-m-CID4-ID17PJsK.html,3,Pracownik produkcji do przyuczenia ( k/m) | Operator CNC — poszukiwany (k/m) | Pracownik Montażu – do przyuczenia k/m,OLX: 3 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik produkcji do przyuczenia ( k/m) | Operator CNC — poszukiwany (k/m) | Pracownik Montażu – do przyuczenia k/m
Aneta Szymaniuk,OLX-lead,,,Białystok,Podlaskie,Poland,320862070,https://www.olx.pl/oferta/praca/pracownik-pracowniczka-ds-pakowania-i-kompletacji-zamowien-CID4-ID1aLSPt.html,2,Pracownik / Pracowniczka ds. Pakowania i Kompletacji Zamówień | Pracownik / Pracowniczka Produkcji,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik / Pracowniczka ds. Pakowania i Kompletacji Zamówień | Pracownik / Pracowniczka Produkcji
PORTOS TR7 spółka z ograniczoną odpowiedzialnością,OLX-lead,,,Kuchary,Świętokrzyskie,Poland,31776805,https://www.olx.pl/oferta/praca/mlodszy-specjalista-ds-kontroli-jakosci-m-k-n-CID4-ID1aLSLT.html,2,Młodszy specjalista ds. kontroli jakości (M/K/N) | Młodszy specjalista ds. rozliczania produkcji (M/K/N),OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Młodszy specjalista ds. kontroli jakości (M/K/N) | Młodszy specjalista ds. rozliczania produkcji (M/K/N)
Schüle Polska,OLX-lead,,,Świebodzice,Dolnośląskie,Poland,77288019,https://www.olx.pl/oferta/praca/operator-maszyn-cnc-proste-czynnosci-kontrola-koncowa-CID4-ID1aLSxx.html,2,Operator maszyn CNC (proste czynności)/kontrola końcowa | Operator maszyn odlewniczych,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator maszyn CNC (proste czynności)/kontrola końcowa | Operator maszyn odlewniczych
Wipak,OLX-lead,,,Skarbimierz Osiedle,Opolskie,Poland,329923465,https://www.olx.pl/oferta/praca/mlodszy-specjalista-pre-press-wsparcie-produkcji-przygotowanie-do-druku-dtp-CID4-ID1aLRDN.html,2,Młodszy Specjalista Pre-Press/Wsparcie produkcji/Przygotowanie do druku/DTP | Specjalista Prepress / Wsparcie produkcji/ Przygotowanie do druku/ DTP,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Młodszy Specjalista Pre-Press/Wsparcie produkcji/Przygotowanie do druku/DTP | Specjalista Prepress / Wsparcie produkcji/ Przygotowanie do druku/ DTP
Katarzyna Kąkol,OLX-lead,,,Katowice,Małopolskie,Poland,2107740976,https://www.olx.pl/oferta/praca/koordynator-koordynatorka-produkcji-w-branzy-meblowej-CID4-ID1aLMKT.html,2,Koordynator/Koordynatorka produkcji w branży meblowej | Operator produkcji - montaż,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Koordynator/Koordynatorka produkcji w branży meblowej | Operator produkcji - montaż
Aneta Pogorzelska,OLX-lead,,,Kotla,Dolnośląskie,Poland,2551162771,https://www.olx.pl/oferta/praca/skrzynkowy-pracownik-logistyki-na-hali-m-f-d-CID4-ID1aLI0A.html,2,"Skrzynkowy - Pracownik Logistyki na Hali (m,f,d) | Pracownik Zbioru (m,f,d)","OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Skrzynkowy - Pracownik Logistyki na Hali (m,f,d) | Pracownik Zbioru (m,f,d)"
Zuzanna Smolińska,OLX-lead,,,Koźmin Wielkopolski,Wielkopolskie,Poland,972463817,https://www.olx.pl/oferta/praca/magazynier-operator-wozka-widlowego-belowniczy-CID4-ID1aLECX.html,2,MAGAZYNIER – OPERATOR WÓZKA WIDŁOWEGO / BELOWNICZY | OPERATOR MASZYN / PRACOWNIK PRODUKCJI,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: MAGAZYNIER – OPERATOR WÓZKA WIDŁOWEGO / BELOWNICZY | OPERATOR MASZYN / PRACOWNIK PRODUKCJI
Kasia,OLX-lead,,,Cieszyn,Śląskie,Poland,438739997,https://www.olx.pl/oferta/praca/produkcja-czechy-atrakcyjne-wynagrodzenie-i-premie-transport-CID4-ID1aLD8q.html,2,Produkcja Czechy – Atrakcyjne Wynagrodzenie i Premie  - Transport | TRZYNIEC | PRODUKCJA | BEZ DOŚWIADCZENIA | START OD ZARAZ,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Produkcja Czechy – Atrakcyjne Wynagrodzenie i Premie  - Transport | TRZYNIEC | PRODUKCJA | BEZ DOŚWIADCZENIA | START OD ZARAZ
Animex Foods Sp. z o.o. Oddział w Morlinach,OLX-lead,,,Morliny,Warmińsko-mazurskie,Poland,1003830175,https://www.olx.pl/oferta/praca/pracownik-produkcji-w-dziale-produkcji-parowek-k-m-CID4-ID1aLyZi.html,2,Pracownik Produkcji w Dziale Produkcji Parówek (k/m) | Pracownik Produkcji (k/m),OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik Produkcji w Dziale Produkcji Parówek (k/m) | Pracownik Produkcji (k/m)
K-SPORT POLSKA,OLX-lead,,,Rzepiennik Biskupi,Małopolskie,Poland,18655467,https://www.olx.pl/oferta/praca/pracownik-produkcji-praca-dla-kobiet-w-rzepiennik-biskupi-CID4-ID1aLyMX.html,2,Pracownik produkcji Praca  dla kobiet w Rzepiennik Biskupi | Pracownik produkcji Praca  dla mężczyzny  w Rzepiennik Biskupi,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik produkcji Praca  dla kobiet w Rzepiennik Biskupi | Pracownik produkcji Praca  dla mężczyzny  w Rzepiennik Biskupi
Robert,OLX-lead,,,Rybnik,Śląskie,Poland,69593126,https://www.olx.pl/oferta/praca/brygadzista-produkcja-CID4-ID1aLyKf.html,2,Brygadzista produkcja | Pracownik fizyczny produkcja,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Brygadzista produkcja | Pracownik fizyczny produkcja
ASISTWORK Sp. z o.o.,OLX-lead,,,Łęczyca,Śląskie,Poland,32235573,https://www.olx.pl/oferta/praca/pracownik-produkcji-k-m-nowy-zaklad-od-zaraz-CID4-ID1aLvyS.html,2,"Pracownik produkcji (K/M) | Nowy zakład | Od zaraz! | Pracownik ds. wsparcia produkcji (k/m)- 3 zmiany pon-pt, od zaraz","OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik produkcji (K/M) | Nowy zakład | Od zaraz! | Pracownik ds. wsparcia produkcji (k/m)- 3 zmiany pon-pt, od zaraz"
Corning Optical Communications,OLX-lead,,,Stryków,Łódzkie,Poland,15987855,https://www.olx.pl/oferta/praca/team-liderka-lider-produkcji-CID4-ID1aLwlM.html,2,Team Liderka/Lider Produkcji | Corning - Młodsza Operatorka/Młodszy Operator Maszyn,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Team Liderka/Lider Produkcji | Corning - Młodsza Operatorka/Młodszy Operator Maszyn
Stoelzle Częstochowa Sp. z o.o.,OLX-lead,,,Częstochowa,Śląskie,Poland,394464693,https://www.olx.pl/oferta/praca/operator-automatu-szklarskiego-k-m-szkolenie-w-polsce-stala-praca-w-usa-CID4-ID1aLuMD.html,2,Operator Automatu Szklarskiego (K/M) Szkolenie w Polsce + Stała Praca w USA | Pracownik Produkcji Działu Przesortowania (K/M),OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator Automatu Szklarskiego (K/M) Szkolenie w Polsce + Stała Praca w USA | Pracownik Produkcji Działu Przesortowania (K/M)
HR Mondi,OLX-lead,,,Opalenica,Wielkopolskie,Poland,306084230,https://www.olx.pl/oferta/praca/praca-na-produkcji-w-stabilnej-firmie-rowniez-dla-osoby-bez-doswiadczenia-CID4-ID1aLubY.html,2,Praca na produkcji w stabilnej firmie również dla osoby bez doświadczenia | Praca na produkcji również dla osoby bez doświadczenia,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Praca na produkcji w stabilnej firmie również dla osoby bez doświadczenia | Praca na produkcji również dla osoby bez doświadczenia
