"Organization name",Phone,Email,Website,Address,"Address city","Address state","Address country",Label,"Liczba ofert OLX","Ostatnia oferta OLX","Pierwsza oferta OLX","OLX ID","Przykladowa oferta URL","Stanowiska (probka)"
"Stańczyk Jan","","","","","Osjaków","Łódzkie",Polska,"Produkcja ogólna",1,2026-05-11,2026-05-11,746258937,https://www.olx.pl/oferta/praca/technolog-produkcji-CID4-ID1aAeJ6.html,"Technolog produkcji"
"Malbox Sp. z o.o.","","","","",Olkusz,"Małopolskie",Polska,"Produkcja ogólna",1,2026-05-11,2026-05-11,778236057,https://www.olx.pl/oferta/praca/specjalista-ds-jakosci-CID4-ID1aAbCt.html,"Specjalista ds. Jakości"
PROXIM,"","","","",Niemce,Lubelskie,Polska,"Produkcja ogólna",1,2026-05-11,2026-05-11,84476557,https://www.olx.pl/oferta/praca/operator-wozka-widlowego-produkcja-k-m-CID4-ID1aA7WV.html,"Operator wózka widłowego produkcja (K/M)"
"Ewa Czerw","","","","","Ksawerów","Łódzkie",Polska,"Produkcja ogólna",1,2026-05-11,2026-05-11,883137682,https://www.olx.pl/oferta/praca/kontroler-kontrolerka-jakosci-umowa-o-prace-dowoz-z-terenu-pabianic-CID4-ID1azWRi.html,"Kontroler/Kontrolerka Jakości - umowa o pracę, dow"
e.urban,"","","","",Smardzewice,"Łódzkie",Polska,"Elektryka / Automatyka / UR",1,2026-05-09,2026-05-09,1224657628,https://www.olx.pl/oferta/praca/elektryk-automatyk-m-k-CID4-ID1az6O7.html,"Elektryk - Automatyk (m/k)"
Roman,"","","","",Wielgie,Kujawsko-pomorskie,Polska,"Produkcja ogólna",1,2026-05-09,2026-05-09,57323679,https://www.olx.pl/oferta/praca/zatrudnie-na-stanowisko-masarz-rzeznik-wedliniarz-CID4-ID1az2Hr.html,"Zatrudnię na stanowisko masarz/ rzeźnik/ wędliniar"
"Marcin Kopka","","","","","Wyszków",Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-08,2026-05-08,1034435898,https://www.olx.pl/oferta/praca/monter-konstrukcji-stalowych-i-aluminiowych-CID4-ID1axKKQ.html,"Monter konstrukcji stalowych i aluminiowych"
"FABRYKI MEBLI ""FORTE"" S.A.","","","","","Suwałki",Podlaskie,Polska,"Produkcja ogólna",1,2026-05-08,2026-05-08,13220805,https://www.olx.pl/oferta/praca/pracownik-ca-produkcji-CID4-ID1axLAd.html,"Pracownik/-ca Produkcji"
"Polpharma Biologics","","","","","Ożarów Mazowiecki",Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-08,2026-05-08,1585963051,https://www.olx.pl/oferta/praca/operator-operatorka-produkcji-lekow-bezplatny-bus-pracowniczy-CID4-ID1ay2XS.html,"Operator/Operatorka Produkcji leków - bezpłatny bu"
"MPS International Sp z oo","","","","",Koszalin,Zachodniopomorskie,Polska,"Produkcja ogólna",1,2026-05-08,2026-05-08,2127234496,https://www.olx.pl/oferta/praca/operator-maszyn-produkcyjnych-k-m-CID4-ID1ay7uU.html,"Operator Maszyn Produkcyjnych (K/M)"
"NSG Group","","","","",Sandomierz,"Świętokrzyskie",Polska,"Elektryka / Automatyka / UR",1,2026-05-08,2026-05-08,220140305,https://www.olx.pl/oferta/praca/automatyk-automatyczka-CID4-ID1axIEP.html,"Automatyk/ Automatyczka"
SabajGroup,"","","","","Kraków","Małopolskie",Polska,"Elektryka / Automatyka / UR",1,2026-05-08,2026-05-08,24368267,https://www.olx.pl/oferta/praca/automatyk-elektromechanik-utrzymania-ruchu-CID4-ID1axKUC.html,"Automatyk / Elektromechanik utrzymania ruchu"
"Małgorzta Polis","","","","","Dębówko",Lubuskie,Polska,"Produkcja ogólna",1,2026-05-08,2026-05-08,2546929938,https://www.olx.pl/oferta/praca/kierownik-produkcji-prefabrykaty-keramzytobetonowe-CID4-ID1ay4HF.html,"Kierownik produkcji (prefabrykaty keramzytobetonow"
"POLISH ASSEMBLY CENTRE SP Z OO","","","","","Śrem",Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-08,2026-05-08,2548584033,https://www.olx.pl/oferta/praca/pracownik-produkcji-k-m-CID4-ID1axEVw.html,"Pracownik produkcji (k/m)"
Ergom,"","","","","Łódź","Łódzkie",Polska,"Produkcja ogólna",1,2026-05-08,2026-05-08,2548808509,https://www.olx.pl/oferta/praca/praca-operator-maszyn-pracownik-produkcji-k-m-CID4-ID1axVi6.html,"Praca / Operator maszyn / Pracownik produkcji (K/M"
"Promet S.A","","","","",Starachowice,"Świętokrzyskie",Polska,"Produkcja ogólna",1,2026-05-08,2026-05-08,25683127,https://www.olx.pl/oferta/praca/mlodszy-technolog-produkcji-CID4-ID1ay7up.html,"Młodszy Technolog Produkcji"
"Tripus-Polska Sp. z o.o.","","","","","Bierutów","Dolnośląskie",Polska,"Produkcja ogólna",1,2026-05-08,2026-05-08,271215236,https://www.olx.pl/oferta/praca/kierownik-technologii-i-r-d-m-k-CID4-ID1ay8EK.html,"Kierownik Technologii i R&D (M/K)"
"Madej Wróbel","","","","","Mława",Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-08,2026-05-08,29318729,https://www.olx.pl/oferta/praca/mlodszy-specjalista-ds-kontroli-jakosci-i-bezpieczenstwa-zywnosci-k-m-madej-wrobel-mlawa-CID4-ID1axZlk.html,"Młodszy Specjalista ds. Kontroli Jakości i Bezpiec"
"Diety od Brokuła","","","","",Rumia,Pomorskie,Polska,"Produkcja ogólna",1,2026-05-08,2026-05-08,377478511,https://www.olx.pl/oferta/praca/pracownik-techniczny-dozor-gazowy-CID4-ID1axKFW.html,"Pracownik techniczny - dozór gazowy"
Krzysztof,"","","","","Oleśnica","Dolnośląskie",Polska,"Produkcja ogólna",1,2026-05-08,2026-05-08,38538893,https://www.olx.pl/oferta/praca/operator-operatorka-wytlaczarki-CID4-ID1axZSL.html,"Operator / operatorka wytłaczarki"
"Animex Foods sp z oo","","","","","Ełk","Warmińsko-mazurskie",Polska,"Produkcja ogólna",1,2026-05-08,2026-05-08,414851408,https://www.olx.pl/oferta/praca/pracownik-produkcji-m-k-CID4-ID1ay2oe.html,"Pracownik Produkcji (m/k)"
"Polska Wytwórnia Papierów Wartościowych S.A.","","","","",Warszawa,Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-08,2026-05-08,556860340,https://www.olx.pl/oferta/praca/mlodszy-specjalista-ds-badan-laboratoryjnych-CID4-ID1ay2pk.html,"Młodszy specjalista ds.badań laboratoryjnych"
"Żabka Polska Sp. z o.o.","","","","","Będzieszyn",Pomorskie,Polska,"Produkcja ogólna",1,2026-05-08,2026-05-08,63347390,https://www.olx.pl/oferta/praca/mlodszy-specjalista-specjalistka-ds-technicznych-CID4-ID1axUDa.html,"Młodszy Specjalista/ Specjalistka ds. Technicznych"
"Canexpol Sp. z o.o.","","","","",Komorowo,Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-08,2026-05-08,69046930,https://www.olx.pl/oferta/praca/operator-ka-maszyn-CID4-ID1axK2H.html,"Operator/ka maszyn"
"Hurtostal 2","","","","",Szczecin,Zachodniopomorskie,Polska,"Produkcja ogólna",1,2026-05-08,2026-05-08,79091947,https://www.olx.pl/oferta/praca/specjalista-specjalistka-do-spraw-kontroli-jakosci-CID4-ID1axXIC.html,"Specjalista/ Specjalistka do spraw kontroli jakośc"
"Gestamp Polska Sp. z.o.o.","","","","","Chocicza Mała",Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-08,2026-05-08,801907333,https://www.olx.pl/oferta/praca/technik-procesu-spawania-CID4-ID1axZhS.html,"Technik procesu spawania"
"AB OVO SOLUTIONS","","","","","Chojnów","Dolnośląskie",Polska,"Elektryka / Automatyka / UR",1,2026-05-08,2026-05-08,82595977,https://www.olx.pl/oferta/praca/pracownik-produkcji-praca-utrzymanie-ruchu-chojnow-ul-fabryczna-1-CID4-ID1axRfh.html,"Pracownik produkcji, praca, utrzymanie ruchu – Cho"
"Łukasz Marcinowski","","","","",Dalborowice,"Dolnośląskie",Polska,"Produkcja ogólna",1,2026-05-07,2026-05-07,13087557,https://www.olx.pl/oferta/praca/pracownik-do-sortowania-zlomu-aluminium-namyslow-sycow-CID4-ID1avBty.html,"Pracownik do sortowania złomu aluminium Namysłów /"
"LSJ Group","","","","",Szczecin,Zachodniopomorskie,Polska,"Produkcja ogólna",1,2026-05-07,2026-05-07,15097891,https://www.olx.pl/oferta/praca/pracownik-produkcji-slodyczy-szczecin-lewobrzeze-k-m-CID4-ID1avC2V.html,"Pracownik produkcji słodyczy | Szczecin Lewobrzeże"
"Kompania Piwowarska","","","","","Poznań",Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-07,2026-05-07,15951013,https://www.olx.pl/oferta/praca/laborant-laborantka-poznan-CID4-ID1avMnT.html,"Laborant/Laborantka - Poznań"
"Ruukki Polska Sp. z o.o.","","","","","Żyrardów",Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-07,2026-05-07,216382771,https://www.olx.pl/oferta/praca/operator-linii-produkcyjnej-k-m-ruukki-zyrardow-CID4-ID1avWax.html,"Operator linii produkcyjnej (K/M), Ruukki Żyrardów"
Angelika,"","","","",Stargard,Zachodniopomorskie,Polska,"Produkcja ogólna",1,2026-05-07,2026-05-07,2232416327,https://www.olx.pl/oferta/praca/pracownik-ca-produkcji-3-zmiany-wolne-weekendy-stargard-CID4-ID1avC82.html,"Pracownik/ca Produkcji (3 zmiany wolne weekendy) -"
"U Jędrusia Sp. z o.o.","","","","",Morawica,"Małopolskie",Polska,"Produkcja ogólna",1,2026-05-07,2026-05-07,22850517,https://www.olx.pl/oferta/praca/praca-na-produkcji-z-transportem-k-m-CID4-ID1avDXt.html,"Praca na produkcji z transportem k/m"
"Tomasz Lindner","","","","","Wąsosz","Dolnośląskie",Polska,"Produkcja ogólna",1,2026-05-07,2026-05-07,2317777642,https://www.olx.pl/oferta/praca/lider-linii-brygadzista-CID4-ID1avLCv.html,"Lider Linii - Brygadzista"
"Silva Sp. z o. o.","","","","",Otoczna,Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-07,2026-05-07,23761125,https://www.olx.pl/oferta/praca/operator-ladowarki-CID4-ID1avX9R.html,"Operator Ładowarki"
APN,"","","","",Opole,Opolskie,Polska,"Produkcja ogólna",1,2026-05-07,2026-05-07,2541772264,https://www.olx.pl/oferta/praca/praca-dla-studentow-na-wakacje-CID4-ID1avK7h.html,"Praca dla studentów na wakacje / Робота для студен"
"TECE INDUSTRIAL","","","","","Pęcz","Dolnośląskie",Polska,"Produkcja ogólna",1,2026-05-07,2026-05-07,2549430902,https://www.olx.pl/oferta/praca/operator-produkcji-k-m-n-CID4-ID1avTFC.html,"operator produkcji (k/m/n)"
mateusz.kuszewski,"","","","","Ełk","Warmińsko-mazurskie",Polska,"Produkcja ogólna",1,2026-05-07,2026-05-07,2549496340,https://www.olx.pl/oferta/praca/wsparcie-produkcji-elk-CID4-ID1avYsc.html,"Wsparcie Produkcji - Ełk"
"PGZ Stocznia Wojenna","","","","",Gdynia,Pomorskie,Polska,"Produkcja ogólna",1,2026-05-07,2026-05-07,2550057977,https://www.olx.pl/oferta/praca/mistrz-wydzialu-k-m-CID4-ID1avBgQ.html,"Mistrz Wydziału (k/m)"
Biuro,"","","","","Mińsk Mazowiecki",Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-07,2026-05-07,2552185899,https://www.olx.pl/oferta/praca/operator-procesow-chemicznych-CID4-ID1avzeA.html,"Operator Procesów Chemicznych"
MartaS,"","","","","Koło",Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-07,2026-05-07,2552216039,https://www.olx.pl/oferta/praca/praca-produkcja-k-m-CID4-ID1avT7K.html,"Praca produkcja (k/m)"
"COVERIS RYPIN Sp. z o. o.","","","","",Rypin,Kujawsko-pomorskie,Polska,"Produkcja ogólna",1,2026-05-07,2026-05-07,283434984,https://www.olx.pl/oferta/praca/pomoc-operatora-maszyny-fleksograficznej-CID4-ID1avSr4.html,"Pomoc Operatora Maszyny Fleksograficznej"
Mykola,"","","","","Żarów","Dolnośląskie",Polska,"Produkcja ogólna",1,2026-05-07,2026-05-07,36396985,https://www.olx.pl/oferta/praca/pracownik-produkcji-CID4-ID1avOTB.html,"Pracownik produkcji"
"Michał","","","","",Pabianice,"Łódzkie",Polska,"Produkcja ogólna",1,2026-05-07,2026-05-07,45392675,https://www.olx.pl/oferta/praca/pracownica-pracownik-produkcji-umowa-o-prace-CID4-ID1avFxG.html,"Pracownica/ pracownik produkcji - umowa o pracę"
Dorota,"","","","",Jelcz-Laskowice,"Dolnośląskie",Polska,Magazyn,1,2026-05-07,2026-05-07,45871527,https://www.olx.pl/oferta/praca/pracownik-produkcyjno-magazynowy-piekarnia-k-m-x-CID4-ID1avKVu.html,"Pracownik produkcyjno-magazynowy – piekarnia/ робо"
"Partner Serwis Sp. z o.o.","","","","","Dąbrowa Górnicza","Śląskie",Polska,"Przemysł metalowy / obróbka",1,2026-05-07,2026-05-07,56448077,https://www.olx.pl/oferta/praca/mechanik-slusarz-k-m-CID4-ID1avIFZ.html,"Mechanik - ślusarz (k/m)"
"GZCB Sp. z o.o.","","","","",Gozdnica,Lubuskie,Polska,"Elektryka / Automatyka / UR",1,2026-05-07,2026-05-07,59173823,https://www.olx.pl/oferta/praca/elektryk-brygadzista-CID4-ID1avOgL.html,Elektryk/Brygadzista
MARTYNA,"","","","","Danków","Śląskie",Polska,"Pakowanie / FMCG",1,2026-05-07,2026-05-07,617396756,https://www.olx.pl/oferta/praca/praca-produkcja-opakowan-drewnianych-CID4-ID1avIrF.html,"PRACA - Produkcja Opakowań Drewnianych"
"HammerJobs Sp. z o.o.","","","","","Łódź","Łódzkie",Polska,"Kontrola jakości",1,2026-05-07,2026-05-07,73525968,https://www.olx.pl/oferta/praca/pracownik-produkcji-kontrola-jakosci-k-m-CID4-ID1avLd9.html,"Pracownik produkcji - Kontrola Jakości (K/M)"
"KIRCHHOFF Polska w Gnieźnie","","","","",Gniezno,Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-06,2026-05-06,1074678221,https://www.olx.pl/oferta/praca/operator-operatorka-produkcji-CID4-ID1awK7O.html,"Operator / Operatorka produkcji"
"TOMASZ MARKUSZEWSKI","","","","",Palmiry,Mazowieckie,Polska,Magazyn,1,2026-05-06,2026-05-06,1359821270,https://www.olx.pl/oferta/praca/zatrudnie-operatorow-i-pomocnikow-maszyn-do-produkcji-opakowan-tekturowych-osoby-do-prac-manualnych-kierowce-na-busa-8-pal-kat-b-i-magazyniera-CID4-ID1awGaL.html,"Zatrudnię operatorów i pomocników maszyn do produk"
"CONSORFRUT POLSKA","","","","","Płochocin",Zachodniopomorskie,Polska,"Produkcja ogólna",1,2026-05-06,2026-05-06,195208405,https://www.olx.pl/oferta/praca/specjalista-ds-kontroli-jakosci-CID4-ID1awRu5.html,"Specjalista ds. Kontroli Jakości"
"REMARK-KAYSER SP. Z O.O.","","","","","Poznań",Wielkopolskie,Polska,"Pakowanie / FMCG",1,2026-05-06,2026-05-06,2396073548,https://www.olx.pl/oferta/praca/pracownik-produkcji-pakowanie-k-m-n-CID4-ID1awGtj.html,"Pracownik produkcji - pakowanie [k/m/n]"
JustynaB,"","","","","Wrocław","Dolnośląskie",Polska,"Produkcja ogólna",1,2026-05-06,2026-05-06,2552191010,https://www.olx.pl/oferta/praca/pomocnik-drukarza-CID4-ID1awULy.html,"Pomocnik drukarza"
"MGN sp. z o.o.","","","","","Wałcz",Zachodniopomorskie,Polska,Magazyn,1,2026-05-06,2026-05-06,31743751,https://www.olx.pl/oferta/praca/pracownik-produkcji-magazynier-k-m-CID4-ID1awVeB.html,"Pracownik Produkcji Magazynier (K/M)"
"Komarko Sp. z o.o.","","","","","Ożarów Mazowiecki",Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-06,2026-05-06,466703995,https://www.olx.pl/oferta/praca/operator-produkcji-CID4-ID1awJeq.html,"Operator Produkcji"
"Josera Polska Sp. z o.o.","","","","","Nowy Tomyśl",Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-06,2026-05-06,482105030,https://www.olx.pl/oferta/praca/operator-operatorka-linii-pakujacych-fabryka-petfood-CID4-ID1awXUF.html,"Operator / Operatorka linii pakujących - fabryka p"
"Molex Sp. z o.o.","","","","","Sulęcin",Lubuskie,Polska,"Produkcja ogólna",1,2026-05-06,2026-05-06,752899830,https://www.olx.pl/oferta/praca/operator-produkcji-CID4-ID1awEYj.html,"Operator Produkcji"
"InModernTop Sp. z o.o.","","","","",Bydgoszcz,Kujawsko-pomorskie,Polska,"Produkcja ogólna",1,2026-05-06,2026-05-06,77950825,https://www.olx.pl/oferta/praca/pomocnik-pilarza-pila-formatowa-CID4-ID1awCQe.html,"Pomocnik pilarza -  piła formatowa"
Monika,"","","","",Gniewino,Pomorskie,Polska,"Produkcja ogólna",1,2026-05-06,2026-05-06,80986347,https://www.olx.pl/oferta/praca/operator-maszyn-kablowych-nowa-fabryka-w-strzebielinku-gniewino-CID4-ID1awLhn.html,"Operator maszyn kablowych – nowa fabryka w Strzebi"
"YORK PL","","","","","Bolechowo Osiedle",Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-06,2026-05-06,83879561,https://www.olx.pl/oferta/praca/pracownik-produkcyjno-techniczny-w-york-pl-m-k-x-CID4-ID1awRJc.html,"Pracownik Produkcyjno-Techniczny w YORK PL (M/K/X)"
"Kopalnia Soli Wieliczka","","","","",Wieliczka,"Małopolskie",Polska,"Elektryka / Automatyka / UR",1,2026-05-06,2026-05-06,84393495,https://www.olx.pl/oferta/praca/elektromonter-k-m-CID4-ID1awWs1.html,"elektromonter (k/m)"
Tomasz,"","","","","Żyrardów",Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-05,2026-05-05,1308002375,https://www.olx.pl/oferta/praca/przygotowanie-ciasta-operator-CID4-ID1aw0pH.html,"Przygotowanie Ciasta - OPERATOR"
Add,"","","","",Radom,Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-05,2026-05-05,1610450099,https://www.olx.pl/oferta/praca/produkcja-oraz-montaz-reklam-CID4-ID1aw1tA.html,"Produkcja oraz montaż reklam"
"Ipracujzdalnie.pl sp. z o.o.","","","","","Łęczyca","Łódzkie",Polska,Magazyn,1,2026-05-04,2026-05-04,1104403941,https://www.olx.pl/oferta/praca/pracownik-produkcji-magazynier-k-m-leczyca-CID4-ID1au1Gy.html,"Pracownik produkcji / Magazynier (K,M)   Łęczyca"
"HR PROGRESS","","","","",Warszawa,Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-04,2026-05-04,17882927,https://www.olx.pl/oferta/praca/brygadzista-brygadzistka-w-pralni-przemyslowej-CID4-ID1au3L1.html,"Brygadzista / Brygadzistka w pralni przemysłowej"
Wojciech,"","","","",Psary,"Dolnośląskie",Polska,"Produkcja ogólna",1,2026-05-04,2026-05-04,23150389,https://www.olx.pl/oferta/praca/zatrudnie-osobe-do-przyuczenia-w-zawodzie-piekarz-lub-pomocnika-CID4-ID1atX2F.html,"Zatrudnię osobę do przyuczenia w zawodzie piekarz "
"Gas Power Sp. z o.o. Sp.k.","","","","",Zieleniewo,Zachodniopomorskie,Polska,"Elektryka / Automatyka / UR",1,2026-05-04,2026-05-04,2454084885,https://www.olx.pl/oferta/praca/inzynier-elektryk-m-k-CID4-ID1auh0G.html,"Inżynier Elektryk (M/K)"
"Apleona Polska Sp. z o. o.","","","","","Błonie","Dolnośląskie",Polska,"Produkcja ogólna",1,2026-05-04,2026-05-04,40460715,https://www.olx.pl/oferta/praca/specjalista-specjalistka-ds-jakosci-blonie-k-wroclawia-CID4-ID1au2ep.html,"Specjalista / Specjalistka ds. Jakości -  Błonie k"
SYNTHOS,"","","","","Oświęcim","Małopolskie",Polska,"Elektryka / Automatyka / UR",1,2026-05-04,2026-05-04,65491370,https://www.olx.pl/oferta/praca/praktykant-ka-pion-operacyjny-logistyka-laboratorium-utrzymanie-ruchu-synthos-oswiecim-CID4-ID1atZcu.html,"Praktykant/ka (pion operacyjny, logistyka, laborat"
Ola,"","","","",Karczew,Mazowieckie,Polska,Magazyn,1,2026-05-04,2026-05-04,7468649,https://www.olx.pl/oferta/praca/pracownik-produkcji-magazynu-karczew-CID4-ID1atTr3.html,"Pracownik produkcji/ magazynu Karczew"
pollux.nadiia,"","","","",Jelcz-Laskowice,"Dolnośląskie",Polska,"Produkcja ogólna",1,2026-05-04,2026-05-04,924916752,https://www.olx.pl/oferta/praca/pracownik-produkcji-umowa-o-prace-darmowy-dojazd-z-brzeg-olawa-strzelin-namyslow-praca-od-zaraz-CID4-ID1au31x.html,"Pracownik produkcji, umowa o pracę , darmowy dojaz"
"Eko Energia S p. zo.o.","","","","",Warszawa,Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-02,2026-05-02,2549959060,https://www.olx.pl/oferta/praca/praca-operator-dcs-obchodowy-bloku-energetycznego-k-m-warszawa-CID4-ID1asibJ.html,"PRACA. Operator DCS / Obchodowy Bloku Energetyczne"
Qemetica,"","","","","Inowrocław",Kujawsko-pomorskie,Polska,"Produkcja ogólna",1,2026-04-30,2026-04-30,1078176383,https://www.olx.pl/oferta/praca/staz-junior-customer-service-specialist-f-m-x-CID4-ID1arc8a.html,"STAŻ - Junior Customer Service Specialist (F/M/X)"
"TEEKANNE-POLSKA SP. Z O.O.","","","","","Kokotów","Małopolskie",Polska,"Logistyka / Transport",1,2026-04-30,2026-04-30,1102891027,https://www.olx.pl/oferta/praca/kierowca-magazynier-CID4-ID1arijn.html,"Kierowca -Magazynier"
"Biuro FlexHR","","","","","Toruń",Kujawsko-pomorskie,Polska,"Produkcja ogólna",1,2026-04-30,2026-04-30,13318539,https://www.olx.pl/oferta/praca/monter-ka-licznikow-praca-na-2-zmiany-od-zaraz-CID4-ID1ari8c.html,"Monter/ka liczników - praca na 2-zmiany od ZARAZ!"
"Belma Accessories Systems Sp. z o.o.","","","","",Bydgoszcz,Kujawsko-pomorskie,Polska,"Elektryka / Automatyka / UR",1,2026-04-30,2026-04-30,14223105,https://www.olx.pl/oferta/praca/elektromonter-elektromonterka-CID4-ID1ar6JV.html,"Elektromonter / Elektromonterka"
"Dawtona Sp z o.o.","","","","",Leszno,Mazowieckie,Polska,"Produkcja ogólna",1,2026-04-30,2026-04-30,20053495,https://www.olx.pl/oferta/praca/praca-od-zaraz-operator-operatorka-sterylizatorow-do-przyuczenia-CID4-ID1arfUZ.html,"PRACA OD ZARAZ | Operator / Operatorka sterylizato"
"STEEL RBB sp. z o.o. sp.k.","","","","",Jarocin,Wielkopolskie,Polska,Magazyn,1,2026-04-30,2026-04-30,248638339,https://www.olx.pl/oferta/praca/magazynier-ka-k-m-CID4-ID1arlLj.html,"Magazynier/-ka (k/m)"
"R. Twining and Company sp. z o.o.","","","","","Swarzędz",Wielkopolskie,Polska,"Produkcja ogólna",1,2026-04-30,2026-04-30,2550855134,https://www.olx.pl/oferta/praca/operator-procesu-granulacji-CID4-ID1ar9Jo.html,"Operator Procesu Granulacji"
ADAMS,"","","","","Jankowo Dolne",Wielkopolskie,Polska,"Produkcja ogólna",1,2026-04-30,2026-04-30,2551670618,https://www.olx.pl/oferta/praca/pracownik-produkcji-obsluga-maszyn-zatrudnie-mezczyzne-CID4-ID1ar5jL.html,"Pracownik produkcji obsługa maszyn zatrudnię mężcz"
Katarzyna,"","","","","Ostrów Wielkopolski",Wielkopolskie,Polska,"Produkcja ogólna",1,2026-04-30,2026-04-30,29595923,https://www.olx.pl/oferta/praca/pracownik-ds-zapewnienia-jakosci-m-k-CID4-ID1ar2m6.html,"Pracownik ds. Zapewnienia Jakości (M / K)"
"ZPS JAMAR Szczepaniak Sp.j.","","","","","Albertów","Śląskie",Polska,"Produkcja ogólna",1,2026-04-30,2026-04-30,31797053,https://www.olx.pl/oferta/praca/szukasz-pracy-na-wakacje-2026-mamy-cos-dla-ciebie-CID4-ID1arlPB.html,"Szukasz pracy na wakacje 2026? Mamy coś dla Ciebie"
"Reco Polska Produkcja Sp. z o.o.","","","","",Kalisz,Wielkopolskie,Polska,"Produkcja ogólna",1,2026-04-30,2026-04-30,34466951,https://www.olx.pl/oferta/praca/stabilna-praca-na-produkcji-w-kaliszu-bez-doswiadczenia-CID4-ID1areQg.html,"Stabilna praca na produkcji w Kaliszu - bez doświa"
